        2000           1   10.00201               0
        4000           1   10.00201               0
        6000           1   10.00201               0
        8000           1   10.75318               0
       10000           1   10.75318               0
       12000           1   11.22607               0
       14000           1   11.80761               0
       16000           1   12.41793               0
       18000           1   13.34143               0
       20000           1   13.72543               0
       22000           1   14.48039               0
       24000          18   10.48435               0
       26000          27   10.32187              -1
       28000          41   10.09522               0
       30000          44   10.85637              -1
       32000          49   10.78311               0
       34000          50   11.25826               3
       36000          50   11.83495               4
       38000          53   12.14149               0
       40000          59   12.10631               4
       42000          82   11.20850               7
       44000          91   11.41275               6
       46000         111   11.19233               8
       48000         118   11.49152              11
       50000         121   11.71218               7
       52000         130   12.15069              11
       54000         140   12.48268              10
       56000         137   12.77181              12
       58000         147   12.89765              10
       60000         151   13.25745              14
       62000         159   13.36811              15
       64000         160   13.61686              16
       66000         164   13.97599              16
       68000         160   14.37293              13
       70000         164   14.56201              15
       72000         161   14.87457              16
       74000         157   15.09139              19
       76000         156   15.47171              20
       78000         153   15.73387              22
       80000         153   15.86798              18
       82000         152   16.03471              18
       84000         144   16.60466              18
       86000         146   16.69333              17
       88000         144   17.03383              16
       90000         143   17.15013              17
       92000         149   17.12974              18
       94000         148   17.34339              17
       96000         143   17.45231              17
       98000         145   17.64734              18
      100000         143   17.66740              16
      102000         131   18.06514              17
      104000         130   18.55373              14
      106000         124   18.87758              16
      108000         125   19.08367              15
      110000         137   18.82633              13
      112000         131   19.00118              14
      114000         128   19.05851              11
      116000         126   19.27608               5
      118000         124   19.34215               8
      120000         121   19.66297               8
      122000         119   19.94460               9
      124000         119   19.74789               9
      126000         116   20.06182               7
      128000         119   20.08910              13
      130000         128   19.78799              13
      132000         127   19.80779              12
      134000         123   20.19001              13
      136000         124   20.24154              11
      138000         127   20.07658              13
      140000         130   20.19551              13
      142000         130   20.30202              14
      144000         121   20.96111              12
      146000         122   20.71576              12
      148000         122   21.24957              12
      150000         127   20.84949               9
