        2000           1   10.00201               0
        4000           1   10.00201               0
        6000           1   10.18033               0
        8000           1   10.75318               0
       10000           1   11.03582               0
       12000           1   11.35953               0
       14000           1   11.90023               0
       16000           1   12.53819               0
       18000           1   13.34143               0
       20000           1   13.73158               0
       22000          17   11.58846               0
       24000          29   10.64538               0
       26000          43   11.21671               4
       28000          48   10.91923               4
       30000          41   12.21524               4
       32000          36   13.44865               3
       34000          35   14.08167               4
       36000          40   13.89096               4
       38000          46   12.96066               4
       40000          44   13.10372               3
       42000          51   13.06958               2
       44000          59   12.74990               2
       46000          58   12.95497               2
       48000          66   12.83193               3
       50000          68   13.44648               2
       52000          70   13.44114               2
       54000          72   13.62704               1
       56000          79   13.68616               2
       58000          79   13.89285               0
       60000          88   13.99423               0
       62000          88   14.38556               3
       64000         100   14.36651               6
       66000          97   14.62828               4
       68000          95   14.90880               2
       70000          94   15.35058               4
       72000          82   16.02949               2
       74000          81   16.17218               3
       76000          83   16.10499               3
       78000          88   16.17935               1
       80000          86   16.51984               2
       82000          79   16.84424               2
       84000          82   16.76234               2
       86000          80   17.04480               4
       88000          83   16.73359               3
       90000          81   17.00777               2
       92000          82   17.49407               2
       94000          83   17.28302               3
       96000          81   17.71835               4
       98000          85   17.63286               3
      100000          80   17.54686               3
      102000          75   17.79775               3
      104000          83   17.90965               2
      106000          83   17.80009               4
      108000          81   17.98274               4
      110000          76   18.18424               3
      112000          76   18.29759               2
      114000          75   18.42184               3
      116000          79   18.40112               4
      118000          73   18.51289               4
      120000          76   18.81912               1
      122000          73   18.90375               4
      124000          74   18.79597               4
      126000          79   18.91688               3
      128000          73   19.03149               2
      130000          65   19.61457               0
      132000          64   19.79198               0
      134000          70   19.49704              -2
      136000          75   19.36949              -4
      138000          67   19.88143               1
      140000          66   19.89284               0
      142000          66   19.97671               0
      144000          67   20.11023              -1
      146000          67   19.95855               0
      148000          65   20.20535              -1
      150000          65   20.24944               0
