        2000           1   10.00201               0
        4000           1   10.00201               0
        6000           1   10.18033               0
        8000           1   10.75318               0
       10000           1   11.03582               0
       12000           1   11.35953               0
       14000           1   11.90023               0
       16000           1   12.53819               0
       18000           1   13.34143               0
       20000           1   13.73158               0
       22000          13   13.16233               0
       24000          23   11.89026              -5
       26000          37   11.02428              -2
       28000          42   11.11739               1
       30000          39   11.85340              -1
       32000          39   12.20200               1
       34000          39   12.76634               3
       36000          46   12.90021               2
       38000          55   12.23728               2
       40000          52   12.19526              -3
       42000          53   12.59594               0
       44000          55   12.73347               0
       46000          56   13.04835               1
       48000          62   12.46627               0
       50000          62   13.03870               2
       52000          74   12.90216               4
       54000          73   13.01844               2
       56000          74   13.36107               4
       58000          79   13.46693               2
       60000          82   13.48421               4
       62000          85   13.96267               5
       64000          83   14.17031               4
       66000          89   14.29105               5
       68000          85   14.51935               3
       70000          84   14.64918               6
       72000          89   14.80370               4
       74000          88   15.07037               4
       76000          88   15.33886               7
       78000          84   15.77258               5
       80000          83   15.69895               7
       82000          82   15.92653               4
       84000          83   16.06479               7
       86000          78   16.68043               5
       88000          80   16.31931               6
       90000          82   16.53180               4
       92000          76   17.01881               3
       94000          79   16.80933               3
       96000          83   16.80813               1
       98000          75   17.34715               3
      100000          76   17.18544               2
      102000          78   17.04984               3
      104000          79   17.05488               4
      106000          77   17.28400               5
      108000          74   17.60399               3
      110000          79   17.49647               3
      112000          71   17.89036               2
      114000          71   18.00436               4
      116000          69   17.77770               2
      118000          68   18.09190               3
      120000          69   18.29144               4
      122000          67   18.14774               3
      124000          76   18.16634               4
      126000          64   18.97055               2
      128000          69   18.36038               4
      130000          69   18.53774               5
      132000          68   18.52775               5
      134000          71   18.42561               5
      136000          65   19.04259               4
      138000          69   18.75992               3
      140000          69   18.72506               5
      142000          69   18.73013               5
      144000          66   18.87756               4
      146000          62   19.22744               3
      148000          64   18.97087               3
      150000          65   19.08863               2
