        2000           1   10.00201               0
        4000           1   10.00201               0
        6000           1   10.18033               0
        8000           1   10.75318               0
       10000           1   11.03582               0
       12000           1   11.35953               0
       14000           1   11.90023               0
       16000           1   12.53819               0
       18000           1   13.34143               0
       20000           1   13.74010               0
       22000          16   12.01515              -1
       24000          31   11.17729              -1
       26000          50   11.11361               2
       28000          44   12.15884               4
       30000          44   12.54117               0
       32000          45   12.80643               3
       34000          52   12.42758               3
       36000          57   12.41322               5
       38000          69   12.23480               6
       40000          76   12.50561               7
       42000          79   12.72009               7
       44000          94   12.43052              11
       46000         104   12.85799              10
       48000         121   12.89822              12
       50000         125   12.99964              15
       52000         134   13.31883              11
       54000         133   13.60975              13
       56000         149   13.59257              14
       58000         147   14.00196              10
       60000         164   14.16810              21
       62000         158   14.61881              13
       64000         156   14.82660               9
       66000         171   15.16776              13
       68000         159   15.59721              14
       70000         149   16.04363              10
       72000         151   16.16583              13
       74000         151   16.34036              15
       76000         156   16.54602              17
       78000         156   16.69793              15
       80000         147   16.94884              14
       82000         144   17.54223              15
       84000         142   17.64380              17
       86000         151   17.71084              17
       88000         142   17.97326              16
       90000         144   18.26632              16
       92000         137   18.52415              17
       94000         137   18.51306              16
       96000         131   18.81813              19
       98000         140   18.69802              18
      100000         134   18.82565              17
      102000         131   19.12887              16
      104000         129   19.48172              12
      106000         129   19.59231              14
      108000         134   19.74659              12
      110000         126   20.28930               9
      112000         121   20.21689              10
      114000         122   20.51184               7
      116000         118   20.76615               7
      118000         122   20.53573              11
      120000         133   20.41270               8
      122000         123   20.99710               6
      124000         114   21.09121               2
      126000         119   20.94023               2
      128000         120   21.10776               3
      130000         119   21.34533               3
      132000         124   21.17979               1
      134000         131   20.96067              -1
      136000         125   21.19987               3
      138000         120   21.52352               4
      140000         121   21.52220               0
      142000         119   21.57665              -3
      144000         125   21.74296              -1
      146000         111   22.23417               3
      148000         113   22.36486               4
      150000         119   22.12653               4
