        2000           1   10.00201               0
        4000           1   10.00201               0
        6000           1   10.00201               0
        8000           1   10.75318               0
       10000           1   10.75318               0
       12000           1   11.22607               0
       14000           1   11.80321               0
       16000           1   12.41636               0
       18000           1   13.34143               0
       20000           1   13.72543               0
       22000           1   14.47097               0
       24000          20   11.58973              -1
       26000          26   11.97025               1
       28000          38   11.26212               1
       30000          32   12.50266               1
       32000          34   13.01299               1
       34000          34   13.27768               2
       36000          34   13.43245               3
       38000          39   13.26789               3
       40000          43   12.87716               0
       42000          51   12.55549               0
       44000          54   12.50127               2
       46000          58   12.28266               0
       48000          59   12.75647              -1
       50000          63   12.93477              -2
       52000          70   12.79528              -2
       54000          72   13.01797              -1
       56000          74   13.18498               0
       58000          73   13.69380              -2
       60000          82   13.66751              -1
       62000          77   13.90671               2
       64000          84   14.03735               2
       66000          88   14.16336               1
       68000          89   14.31753               1
       70000          90   14.58430               2
       72000          89   15.11670               1
       74000          89   14.96501               4
       76000          87   15.19459               2
       78000          84   15.60607               3
       80000          83   15.74687               3
       82000          88   15.89625               1
       84000          79   16.37991               1
       86000          82   16.45875               4
       88000          81   16.38088               1
       90000          76   16.89101               3
       92000          77   16.86513               3
       94000          81   16.77663               2
       96000          79   16.98598               3
       98000          78   16.92037               3
      100000          78   16.93209               2
      102000          78   17.07697               1
      104000          78   17.54194               1
      106000          77   17.40859               4
      108000          80   17.21677               3
      110000          82   17.54541               4
      112000          77   17.68341               1
      114000          78   18.04016               2
      116000          81   17.66118               3
      118000          81   17.86906               2
      120000          72   18.27005               2
      122000          75   18.28534               1
      124000          75   18.23413               0
      126000          73   18.40995               3
      128000          74   18.44020               2
      130000          72   18.28754               1
      132000          76   18.33878               2
      134000          73   18.56647               1
      136000          76   18.55604              -1
      138000          76   18.50201               0
      140000          73   18.55579               1
      142000          76   18.40959               2
      144000          73   18.96060               3
      146000          71   18.93288               3
      148000          73   18.93052               4
      150000          71   18.96395               3
