        2000           1   10.00201               0
        4000           1   10.00201               0
        6000           1   10.00201               0
        8000           1   10.75318               0
       10000           1   10.75318               0
       12000           1   11.22607               0
       14000           1   11.80321               0
       16000           1   12.41636               0
       18000           1   13.34143               0
       20000           1   13.72543               0
       22000           1   14.47052               0
       24000          18   10.63349               0
       26000          26   10.46078               0
       28000          33   10.68993               1
       30000          39   10.91016              -1
       32000          37   11.16020               0
       34000          35   11.99693               0
       36000          34   12.46364               1
       38000          44   11.65850               1
       40000          46   11.58744               2
       42000          53   11.16431               3
       44000          57   11.58148               3
       46000          54   11.96732               2
       48000          54   12.17293               4
       50000          59   12.44853               4
       52000          66   12.30481               5
       54000          73   12.15732               4
       56000          79   12.19062               6
       58000          86   12.24642               6
       60000          86   12.67171               6
       62000          82   12.87534               5
       64000          82   13.23442               5
       66000          84   13.56327               4
       68000          80   13.92476               3
       70000          83   13.74908               3
       72000          79   14.17936               2
       74000          80   14.41278               3
       76000          79   14.34901               2
       78000          84   14.71960               4
       80000          76   15.21552               4
       82000          80   15.03794               3
       84000          78   15.20496               2
       86000          81   15.22792               2
       88000          78   15.42079               3
       90000          76   15.58333               1
       92000          71   15.86888               4
       94000          67   16.34891               4
       96000          69   16.46902               3
       98000          73   16.29511               3
      100000          69   16.32967               4
      102000          69   16.44801               2
      104000          72   16.37769               3
      106000          68   16.80608               3
      108000          69   16.78878               3
      110000          70   16.88343               2
      112000          67   16.95740               3
      114000          66   17.12115               1
      116000          66   17.37579               1
      118000          65   17.31203               1
      120000          71   17.10713               1
      122000          71   17.42179               3
      124000          72   17.33727               3
      126000          72   17.24858               4
      128000          69   17.45893               4
      130000          68   17.50487               4
      132000          68   17.53973               4
      134000          66   17.71618               5
      136000          69   17.39796               4
      138000          67   17.70032               4
      140000          68   17.79321               2
      142000          73   17.64765               2
      144000          68   18.10776               2
      146000          65   18.02807               2
      148000          63   17.98619               2
      150000          62   18.15346               3
